Experiment;Date;Image;Treatment;endosome size;tubule length
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,71;1,37
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,529;1,521
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,591;1,619
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,973;1,236
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;1,057;1,121
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;1,064;1,252
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,949;0,635
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;1,128;4,721
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,793;0,881
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;1,031;0,907
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,881;0,985
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,812;1,261
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,92;0,705
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,705;1,236
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,985;1,027
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;1,027;0,831
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,671;1,446
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,881;0,973
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;1,477;0,92
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,836;1,252
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,536;1,5
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,623;1,588
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,529;0,812
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,753;1,588
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,747;1,145
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_4;CK666;0,898;1,755
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;1,104;0,758
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,514;1,309
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,44;1,345
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;1,072;0,705
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,753;2,721
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,881;1,309
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,623;0,641
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,474;2,297
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,881;0,788
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,881;0,881
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,635;1,027
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,44;0,949
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,688;0,881
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,705;1,924
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,985;1,283
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,812;0,985
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,812;0,688
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,705;0,881
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,591;0,449
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;1,004;2,364
2;15.11.2018;RPE_GFP-WDFY2_Ck666_151118_after_01_visit_5;CK666;0,868;0,726
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,617;4,242
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,268;1,105
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,449;1,382
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,406;0,574
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,574;0,749
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,468;0,612
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,187;1,186
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;1,277;0,985
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,396;1,156
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,749;0,705
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,978;2,368
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,794;0,564
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,308;1,202
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,689;1,198
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,394;1,833
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,689;0,53
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,574;1,337
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,631;1,132
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,321;1,429
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,71;1,283
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,655;2,285
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,379;0,966
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,536;1,09
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,516;0,396
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,726;1,833
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,689;0,78
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,705;0,617
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,311;1,656
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,352;1,418
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,827;1,956
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,685;1,418
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,376;0,962
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,406;0,788
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,655;1,075
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,618;1,159
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,969;1,399
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,688;0,865
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,612;0,599
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,684;0,666
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,784;0,655
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,722;0,71
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,593;0,831
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,53;1,453
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,65;1,224
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_1;CK666;0,717;0,564
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,355;1,892
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,71;1,047
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,794;1,123
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,65;0,492
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,78;1,775
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,468;0,868
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,468;1,09
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,344;1,309
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,77;0,872
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,474;1,477
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,671;0,749
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,53;0,916
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,532;0,655
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,434;0,997
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,591;1,164
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,474;1,102
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,484;1,764
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,689;0,847
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,474;0,925
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,394;1,823
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,396;0,705
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,514;0,564
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,529;1,189
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,318;0,76
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;1,006;1,09
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,225;0,851
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,418;0,804
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,837;0,545
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;1,367;1,454
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,379;1,004
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;1,203;2,236
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,53;0,882
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,662;0,661
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,749;0,685
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,53;2,187
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,666;1,066
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,612;0,868
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;1,059;0,76
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,769;1,936
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,967;1,399
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,374;3,158
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,335;2,47
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;1,104;1,368
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;0,717;1,006
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_2;CK666;1,221;1,477
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,17;0,827
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,671;1,032
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,284;0,564
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,5;1,496
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,612;1,682
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,836;1,028
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,574;2,995
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,573;2,944
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,557;1,955
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,97;1,503
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,295;0,836
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,192;1,109
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,449;0,978
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,552;0,784
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,53;1,321
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,295;2,448
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,344;1,683
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,406;1,36
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,308;1,747
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,661;1,869
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,186;1,19
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,933;0,874
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,318;0,846
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,406;0,994
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,309;0,97
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,753;0,712
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,749;1,621
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,717;0,81
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,284;3,419
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,712;2,021
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,189;1,753
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,881;2,397
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,08;0,942
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,779;0,617
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,593;0,97
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;1,047;3,291
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_3;CK666;0,841;0,655
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,688;0,729
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;1,105;1,979
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,841;2,169
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,733;1,027
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,804;1,189
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,827;5,179
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,579;1,999
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;1,145;1,589
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,729;1,149
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,798;3,127
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,794;1,635
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,793;1,08
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,749;2,246
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,753;1,407
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,574;1,574
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,617;0,891
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,671;2,545
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,631;1,674
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,623;1,477
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,934;0,769
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,882;1,013
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,44;0,793
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,666;1,175
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,758;1,247
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;1,083;2,502
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_4;CK666;0,696;0,819
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,434;1,073
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,747;0,809
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,672;0,557
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,661;1,017
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,631;1,156
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,355;1,014
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,561;0,874
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,557;1,047
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,966;1,065
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,492;0,855
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,886;1,348
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,492;1,407
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,794;1,221
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,502;0,966
3;20.11.2018;RPE_GFP-WDFY2_Ck666_201118_after_01_visit_5;CK666;0,311;1,083
